"Story","Title","Result","Date","Stability","Duration (s)"
"Restful booker with tags","This method gets error code 404 when a method is used without resource","SUCCESS","2023-01-10T22:47:08.842Z[Europe/London]","0.0","0.47"
"Restful booker with tags","This test provides an error code 403 when user doesn't give authentication","SUCCESS","2023-01-10T22:47:09.311Z[Europe/London]","0.0","0.45"
